Date,OGDC,PPL,POL,MARI,NBP,BAFL,HBL,UBL,MCB,BAHL,FCCL,DGKC,LUCK,EFERT,FFC,ENGRO,HUBC,KAPCO,EPCL,SSGC,SNGP,PSO,TRG,PAEL,ISL,NML,SEARL,HCAR,MTL,ATRL
2018-04-27,168.27,214.68,665.99,1516.58,50.8,52.65,196.5,199.84,210.76,75.62,27.68,140.82,651.64,72.53,99.47,316.92,102.4,59.76,38.22,37.52,112.6,341.14,34.13,44.8,112.83,151.17,354.58,479.8,1314.3,256.98
2018-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,166.73,214.29,679.33,1537.79,50.71,51.87,194.7,201.1,208.85,73.91,28.19,145.23,661.2,72.17,99.76,312.5,103.06,59.95,37.94,37.4,113.74,339.34,34.73,45.24,116.5,146.02,355.88,481.5,1312.67,253.63
2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-02,165.12,214.53,677.38,1550.04,50.61,51.98,191.07,196.98,208.88,75,28.29,144.04,653.36,72.92,99.58,309.37,102.17,60.27,37.34,37.09,112.26,338.09,34.11,43.71,115.06,145.11,354.78,481.55,1314.33,248.94
2018-05-03,164.74,210.93,669.38,1545.67,50.02,51.5,184.98,192.05,206.28,75,28.37,143.59,656.64,72.92,98.3,307.66,101.5,59.9,36.13,36.9,111.28,333.19,33.59,43.7,114.31,143.31,347.34,474.88,1315.98,246.43
2018-05-04,163.96,209.75,667.73,1550,49.88,51.5,181.75,186.1,205.76,74.06,28.19,142.77,649.06,73.26,98.05,307.14,102.07,59.99,36.63,36.63,110.21,334.42,34.11,43.97,113.95,143.33,345.69,479.46,1313.32,245.55
2018-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-07,164.86,216.66,681.03,1550.14,49.58,50.76,178.01,181.75,205.76,73.51,28.08,141.24,632.11,74.29,99.39,311.74,101,59.56,36.24,36.02,109.12,336.15,32.57,42.53,110.35,141.2,339.92,478.25,1301.87,243.86
2018-05-08,,,,,49.15,49.88,176.52,180.15,201.12,73,27.79,137.42,633.14,,,,,,,,,,,,,141.4,,,,
2018-05-09,164.08,215.91,686.45,1589.69,48.99,50.36,176.06,175.9,205.04,73.73,26.6,135.49,624.35,74.19,97.44,307.38,100.13,57.87,36.34,33.55,100.2,334.18,31.8,42.15,108.89,140.52,333.15,470.25,1278.95,235.84
2018-05-10,165,217.22,689.33,1572.22,48.96,50,174.57,174.45,201.2,73,27.26,138.64,626.69,74.09,98.05,310.05,99.48,58.03,36.67,35.22,104.05,336.39,30.89,41.79,108.58,141.39,334.72,471.78,1278.15,235.66
2018-05-11,164.27,215.91,685.56,1571.01,48.97,49.98,175.79,175.22,200.01,72.5,26.96,137.53,620.31,74.47,98.14,308.02,97.15,57.33,36.34,36.69,99.93,332.47,29.63,41.83,107.77,139.31,330.7,463.13,1269.2,230.98
2018-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-14,160.61,211.09,653.58,1534.45,48.36,49.02,170.02,171.84,198.66,71.09,25.63,130.66,601.06,73.87,96.49,295.8,96.94,57.5,34.64,35.04,95.75,322.31,28.16,39.74,103.32,133.52,314.17,440.32,1216.83,219.44
2018-05-15,162.6,208.91,660.49,1519.47,47.96,48.7,170.01,171.93,199.66,71.9,25.79,131.52,590.98,73.56,96.61,294.03,97.05,57,35.78,36.17,98.86,320.12,29.19,39.17,106.92,135.25,308.34,434.02,1221.01,214.47
2018-05-16,161.13,209.57,661.19,1518.44,48.06,48.64,170.12,169.38,199.82,71.03,25.51,130.03,581.98,73.73,96.59,292.01,96.53,56.94,35.46,36.12,97.82,317.99,28.65,38.88,104.31,134.51,307.7,426.86,1221.01,211.53
2018-05-17,161.59,208.63,658.86,1515,47.69,48.11,168.68,165.48,195.47,70.24,24.93,127.31,569.68,72.45,96.51,288.58,95.29,56.72,34.64,36.04,95.01,311.36,27.46,36.95,100.81,132.06,299.49,417.43,1223.26,201.06
2018-05-18,161.56,206.38,650.77,1520.25,47.27,47.95,167.93,166.54,197.45,70.25,24.31,126.32,556.83,72.55,94.7,288.1,94.51,55.76,34.71,36.86,95.05,303.59,26.54,35.56,99.81,131.14,295.03,403.71,1212.82,197.35
2018-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-21,160.2,207.18,642.79,1503.68,47.5,47.54,171.75,169.02,197.4,69.32,24.61,127.45,559.38,72.66,94.22,288.67,93.05,55.7,33.19,35.77,94,304.94,26.17,35.82,101.19,130.69,297.19,407.15,1214.85,196.97
2018-05-22,162.47,214.78,674.61,1525.12,48.78,48.65,175.17,172.76,199.81,72,25.71,131.39,569.55,74.9,98.42,302.53,97.39,56.67,34.81,36.82,98.65,315.95,27.41,37.44,106.24,135.08,311.9,423.54,1228.1,205.83
2018-05-23,161.72,214.18,671.01,1522.54,50.15,49.39,175.06,171.6,202.48,72.99,25.6,130.09,562.65,74.21,98.75,300.54,99.24,57.29,34.6,36.33,100.74,315.72,27.57,37.16,107.04,134.51,309.98,420.9,1229.45,204.6
2018-05-24,160.71,215.49,668.46,1519.87,49.28,50.1,174.67,171.27,199.42,73,25.04,127.45,546.82,73.85,98.33,299.89,99.47,56.69,33.79,35.84,99.47,309.63,27.02,36.02,104.92,137.37,309.38,409.94,1225.88,199.59
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-28,156.65,212.58,654.75,1519.21,48.23,50.68,170.53,169.39,198.59,74,24.75,123.83,539.74,73.4,98.56,305.44,99.16,56.87,33.93,33.99,95.22,305.21,26.42,35.88,103.74,137.84,299.66,401.39,1220.89,194.36
2018-05-29,160.24,211.38,649.6,1521.37,48.83,51.12,174.1,170.01,203.95,74.08,25.27,127.35,552.86,74.32,98.54,308.54,99.72,57.69,34.44,34.68,97.69,315.42,27.4,37.67,106.23,143.45,304.59,405.64,1224.93,204.07
2018-05-30,159.58,211.81,666.61,1521.38,48.76,51.82,169.46,168.84,200.14,74.04,25.23,126.69,543.49,74.48,98.3,305.8,98.99,58.09,35.26,35.32,98.37,315.83,28.63,38.08,109.63,145.03,309.36,403.21,1217.7,214.27
2018-05-31,162.44,214.4,678.72,1520.39,49.54,52.71,171.19,169.12,204.19,75,25.11,126.46,546.28,74.33,98.31,307.92,98.81,58.52,35.12,34.94,97.1,319.6,28.78,38.5,111.58,144.91,324.82,400.01,1228.31,224.98
2018-06-01,159.21,214.02,673.74,1528.95,49.07,52.05,172.91,169.09,205.67,75.8,25,125.88,545.56,74.39,98.1,303.66,97.35,59,34.76,34.93,97.99,317.9,28.36,38.11,108.79,146.34,340.38,402.43,1220.25,236.22
2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-04,161.34,216.88,683.57,1534.9,49.23,53.86,174.8,171.1,208.94,75.42,25.22,127.29,550.53,74.79,98.81,312.6,96.37,59.53,35.23,36.67,102.88,324.6,28.85,38.35,110.71,150.92,334.9,404.55,1220.36,235.17
2018-06-05,162.33,218.2,685.36,1555.34,49.86,54.16,181.72,173.18,212.82,76.6,25.97,131.87,552.94,74.57,98.38,317.38,96.29,58.99,35.5,38.21,108.02,326.48,28.99,38.96,111,152.98,341.83,403.85,1226.75,238.25
2018-06-06,162.51,217.21,680.07,1532.12,50.51,55.41,189.47,181.67,214.85,80.43,25.72,129.81,565.63,74.93,98.5,316.39,96,59.01,33.44,38.3,109.97,332.49,30.43,38.52,110.99,150.02,352.98,403.21,1223.94,244.54
2018-06-07,162.36,216.11,680.3,1531.03,49.85,55.32,184.88,182.47,213.32,81.42,25.49,131.3,579.15,74.61,97.82,309.86,96.26,58.71,34.43,37.35,110,320.03,30.31,39.78,109.01,148.65,347.31,409.33,1220.7,237.19
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-11,165.29,217.74,685.92,1541.06,49.24,56.61,188.82,185.43,211.81,80,24.94,125.61,562.58,74.89,98.01,317.02,97.97,58.93,34.67,36.48,107.31,326.85,28.9,37.82,103.56,154.07,336.79,395.79,1224.79,225.8
2018-06-12,164.22,217.59,679.44,1549.98,48.98,55.93,182.28,179.01,206.89,81,23.71,119.44,546.89,74.38,96.44,315.24,98.18,58.72,33.2,34.98,103.01,322.74,27.51,35.94,98.69,151.48,324.14,382.99,1214.12,214.83
2018-06-13,165.51,217.23,685.36,1549.65,49.15,55.9,183.53,180.54,207.71,82.15,23.82,117.78,545.22,74.81,97.9,316.67,97.47,58.96,34.14,35.1,104.73,331.9,28.59,36.14,103.02,153.01,330.7,363.24,1223.05,224.47
2018-06-14,167.02,221.17,693.39,1562.63,49.12,55.81,181.24,179.86,206.12,85.95,23.75,120.33,542.02,74.76,97.8,321.21,98.15,58.49,34.57,35.2,105.96,330.3,29.22,36.69,102.86,153.54,335.98,350.7,1228.33,224.24
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-19,,,,,49.43,56.02,179.81,179.96,201.46,84.77,24.26,121.29,535.7,,,,98.94,58.22,,,,,,,,152.18,,,,227.81
2018-06-20,160.97,222.93,671.24,1535.01,48.91,53.57,173.45,175.04,198.25,84.55,23.85,118.34,518.48,76.73,100.11,317.07,98.4,58.06,34.28,35.46,102.69,326.62,30.71,35.64,99.87,147.89,346.2,335.38,1205.81,219.2
2018-06-21,159.66,218.33,662.49,1515.95,48.62,53.25,167.79,168.73,198.19,83.03,23.79,116.04,512.26,76.64,99.31,314.63,97.2,57.7,33.67,34.48,101.32,319.91,30.55,35.72,101.11,146.4,339.97,318.62,1186.55,214.51
2018-06-22,156.54,212.76,647.95,1487.78,47.95,53,163.86,169.13,197.78,80.91,23.12,113.08,500.29,75.95,98.78,310.32,93.84,57.19,32.05,33.73,99.04,311.03,29.03,34.02,97.92,143.51,334.28,312.25,1153.74,212.34
2018-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-25,154.41,208.17,640.26,1456.45,46.83,52.25,164.99,170.17,200.39,79.1,21.99,109.33,476.45,74.27,95.61,306.29,91.72,56.12,30.45,32.73,94.41,306.82,27.63,32.67,93.08,138.86,326.88,297.65,1140.52,206.81
2018-06-26,155.01,210.73,648.15,1452,47.54,52.88,165.15,170.04,199.59,79.87,22.62,110.76,477.77,74.76,95.39,313.32,91.5,54.84,29.3,33.08,96.18,312.27,28.41,32.89,94.73,138.8,337.5,302.21,1149.16,213.76
2018-06-27,155.89,217.37,662.95,1480,47.7,53.99,164.44,170.7,199.18,79.41,22.92,114.29,489.3,75.06,98.29,317.74,92,54.95,30.76,33.51,99.38,318.25,29.3,34.53,99.46,141.95,341.46,315.39,1176.14,217.93
2018-06-28,155.91,217.35,673.66,1495.67,47.59,53.32,164.72,169.28,199.45,79.54,23.29,116.2,511.76,74.95,98.57,317.03,92.65,54.27,31.72,33.37,102,317.94,29.06,35.09,102.81,143.09,340.45,317.72,1186.12,217.99
2018-06-29,155.62,214.9,671.79,1506.18,47.37,52.29,166.44,168.98,197.77,78.83,22.85,114.49,507.93,74.91,98.89,313.86,92.16,53.91,31.36,32.82,100.22,318.31,28.64,35.46,101.7,140.92,339.5,316.39,1188.06,215.31
2018-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-02,154.95,213.96,669.67,1500,47.98,52.06,168.59,167.2,200.19,78.51,23.31,112.16,494.13,76.72,98.82,314.28,91.69,53.5,30.04,32.73,98.05,318.78,28.95,36.7,100.52,139.16,334.34,307,1154.2,211.95
2018-07-03,155.13,211.22,662.76,1500.05,48.14,51.79,167.1,164.79,199.81,78.14,23.57,112.63,494.4,76.59,98.75,315.03,90.23,53.17,30.97,32.88,96.83,315.22,28.78,36.26,98.97,137.72,327.83,300.65,1140.15,211.26
2018-07-04,147.6,206.9,645.74,1447.83,47.54,50.98,161.44,160.07,196.47,76.88,22.4,107,471.96,74.71,96.04,307.14,88.51,52.98,29.43,31.24,91.99,299.84,27.35,34.45,94.27,131.76,315.77,285.99,1115.21,200.7
2018-07-05,148.05,205.97,642.65,1474.56,47.19,51.4,160.8,161.05,195.74,76.59,22.4,108.26,485.84,74.32,96.08,307.41,87.19,53.58,29.82,30.47,89.96,296.63,27.15,34.07,94.35,130.92,315.08,300.28,1110.97,200.33
2018-07-06,148.1,205.08,642.63,1452.41,47.21,51.56,160.77,161.33,195.53,76.66,22.44,108.62,484.3,74.37,96.12,307.26,88.96,54.56,29.85,30.65,90.79,304.71,27.52,34.26,95.39,131.67,310.44,300.75,1106.13,203.15
2018-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-09,147.13,204.06,621.66,1400,47.05,50.41,156.76,153.53,190.57,75,21.32,103.19,467.7,73.49,94.44,297.37,88.52,52.78,28.36,29.12,86.27,295.1,26.22,32.62,90.72,126.05,294.92,286.19,1073.84,196.05
2018-07-10,149.8,209.83,629.59,1372.91,46.51,50.44,161.32,155.27,189.9,75.4,21.19,100.96,473.41,73.8,93.64,296.66,88.43,53.06,28.03,29.18,87.44,300.37,26.8,33.15,91.68,127.89,296.61,281.37,1049.06,197.51
2018-07-11,150.66,208.26,635.7,1397.73,47.87,52.71,158.59,152.82,191.81,77.47,21,98.41,480.2,74.07,94.86,306.7,88.07,54.01,27.83,28.65,88.23,300.12,26.03,32.9,89.52,129.54,296.5,273.42,1064.3,198.5
2018-07-12,149.89,208.06,633.85,1401.22,48.59,53.15,159.95,152.57,194.31,78.01,20.6,97.45,480.71,76.58,97.75,313.88,89.75,53.93,28.45,29.23,88.8,304.27,26.29,33.14,90.31,130.08,300.51,269.01,1058.62,207.62
2018-07-13,149.03,207.48,636.06,1433.53,50.58,55.66,167.94,160.19,204.02,81.24,20.22,96.25,482.75,76.16,96.6,314.22,89.74,54.03,28.23,28.34,85.53,300.42,26.32,33.05,89.47,132.25,301.74,282.46,1050.42,202.98
2018-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-16,146.41,208.03,635.3,1450,49.45,55.92,164.04,164.82,200.48,79.27,19.24,91.54,462.71,76,95.1,307.94,89.54,52.4,27.28,27.56,82.82,286.63,25.98,31.82,85.06,128.37,292.13,277.22,1041.38,196.18
2018-07-17,146.39,205.04,627.5,1426.8,49.3,55.91,163.6,165.09,202.83,79.5,20.04,96.03,477.45,78.39,96.7,309.66,89.03,52.57,28.64,27.77,85.01,284.66,27.1,33.01,85.57,131.04,292.18,281.46,1049.78,200.24
2018-07-18,148.57,207.74,634.85,1456.43,49.99,56.18,170.01,172.48,205.03,81.54,20.93,100.79,497.47,79.5,99.09,316.54,91.01,53.91,30.04,29.09,88.77,294.48,28.45,34.58,89.84,136.87,293.97,290.28,1071.05,209.35
2018-07-19,151,212.26,646.32,1495.15,49.43,57.25,174.88,179.1,209.43,82,21.96,105.82,517.66,79.98,100.05,323.25,93.61,54.86,31.54,30.54,93.2,306.94,29.74,36.3,94.33,139.54,306.43,294.01,1089.7,219.81
2018-07-20,148.89,207.73,630.5,1460.14,48.96,56.79,170.71,177.16,208.28,81,21.37,102.83,506.56,79.38,99.22,321.89,93.3,53.33,31.05,30.24,90.84,301.69,28.52,35.09,96.38,135.81,300.43,287.48,1098.47,217.86
2018-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-23,146.51,201.13,617.38,1404.88,49.06,55.14,167.06,174.23,202.88,79.74,20.92,99.11,491.5,78.59,98.09,316.84,90.84,52.16,30.08,29.96,88.07,293.21,27.75,34.29,96.65,131.45,294.26,284.23,1080.38,214.55
2018-07-24,149.48,206.26,639.26,1432.21,49.47,56.59,169.95,176.48,206.55,81.52,21.95,104.04,508.91,79.93,99.62,324.13,91.58,53.68,31.54,30.92,92.3,304.86,29.1,35.89,101.48,134.62,301.24,294.96,1112.45,224.05
2018-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-26,150.58,212.75,662.5,1429.56,49.6,57.5,172.35,181.53,212.61,83.88,22.99,109.23,525.48,81.75,100.47,331.8,91.59,54.7,32.06,31.76,96.53,313.67,30.09,36.59,106.53,137.59,312.54,295.43,1149.46,218.5
2018-07-27,152.43,214.24,666.73,1433.69,50.03,57.95,179.66,186.03,213.63,84.62,24.13,114.69,549.02,81.34,100.21,333.81,94.75,54.75,33.58,32.56,100.08,322.34,31.02,38.3,110.08,139.28,319.49,293.66,1146.56,221.81
2018-07-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-30,153.31,217.29,670.72,1498.72,50.7,58.94,185.47,184.29,213.85,84.74,25.33,120.42,576.47,80.48,101.16,338.56,96.8,56.46,35.03,33.57,102.79,332.74,32.22,40.21,115.58,141.95,335.46,296.13,1197.25,232.04
2018-07-31,151.27,213.73,662.26,1465.9,50.25,56.88,177.58,175.4,207.15,84,24.23,115.09,550.98,79.13,99.57,338.17,95.88,56.5,34.27,32.12,97.68,326.13,30.87,38.3,109.9,138.05,335.42,283.83,1180.24,230.07
2018-08-01,152.85,213.01,659.84,1480,50.97,56.36,176.09,172.98,205.1,82.68,25.21,119.72,553.75,79.4,98.35,336.47,95.39,56.73,35.19,32.29,98.43,332.13,32.41,39.86,112.29,138.12,338.89,278.53,1171.53,235.52
2018-08-02,151.96,209.16,653.4,1469.67,52.01,56.52,167.29,165.17,201.29,82.22,24.74,118.14,537.14,78.47,98.45,331.66,97.99,58.42,35.54,32.43,96.98,329.44,32.63,39.75,110.51,135.67,335.3,281.4,1185.24,228.51
2018-08-03,152.97,209.16,650.95,1479.27,53.78,56.62,162.05,165.24,204.1,82.3,24.67,117.61,532.5,80.76,101.33,338.85,97.99,59.17,35.2,32.28,97.49,336.56,33.12,39.52,111.63,138.93,331,282.85,1179.5,226.04
2018-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-06,152.58,210.59,653.64,1498.85,53.24,56.5,162.52,166.98,205.99,82.99,24.96,120.92,546.51,80.68,100.95,347.31,98.08,59.37,35.41,32.6,98.73,337.59,33.39,40.62,114.5,138.94,329.05,289.25,1200.35,227.45
2018-08-07,152.37,211.13,656.95,1508.95,52.93,55.83,161.08,165.09,203.94,82.42,25.96,125.31,557.7,80.75,100.15,343.79,97.28,59.49,34.45,32.63,99.06,334.57,33.36,41.46,113.84,139.3,329.42,296,1201.27,224.1
2018-08-08,152.91,212.41,658.66,1521.63,51.93,56.39,161.12,163.77,205.98,83.61,25.56,123.11,548.54,80.22,100.21,346.76,96.79,59.93,34.86,32.59,99.17,333.44,32.87,41.01,111.84,139.5,325.65,293.07,1211.5,222.65
2018-08-09,151.9,212.25,644.8,1537.67,52.72,56.32,161.6,161.63,206.38,82.75,26.43,126.74,562.68,81.42,100.21,350.22,98.13,59.73,34.16,32.89,103.09,335.55,33.25,42.09,114.58,143.32,325.91,291.95,1194.53,221.81
2018-08-10,152.55,212.45,641.14,1544.92,52.47,55.93,160.95,163.78,205.5,81.56,25.89,124.33,570.58,80.24,100.52,348.76,96.73,59.15,34.77,33.08,105.4,336.71,32.86,39.99,113.64,140.94,334.05,290.49,1202.97,211.46
2018-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-13,152.91,213.37,640.01,1550,52.01,56.81,158.27,162.87,202.22,83.7,25.56,118.32,566.79,80.26,101,345.23,96,58.96,34.94,32.72,101.81,352.13,32.5,38,111.36,136.49,333.96,287.91,1198.19,205.37
2018-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-15,153.06,211.42,635.03,1574.55,51.42,56.34,156.58,161.96,202.65,81.51,25.27,117.42,568.66,80.25,101.71,344.39,94.97,58.35,34.53,31.15,98.15,348.08,32.12,36.37,108.8,136.5,336.6,283.74,1199.68,215.59
2018-08-16,152.06,211.06,638.79,1573.44,51.11,56.15,151.96,160,199.99,81,24.42,112.15,558.44,80.03,101.51,336.01,95.75,58.4,34.03,30.05,95.9,340.66,30.65,34.61,104.27,135.1,329.78,281.01,1191.54,211.85
2018-08-17,152.98,212.22,638.23,1575.1,51.53,56.12,151.74,163.77,201.77,84.15,25.62,117.75,570.57,80.67,101.75,339.67,96.39,58.08,34.89,30.83,99.38,345.59,31.75,35.88,109.48,136.66,336.24,285.45,1196.98,217.16
2018-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-20,153.33,211.3,632.12,1589.55,50.92,56.25,154.07,162.08,201.42,83.98,25.92,120.64,577.41,79.9,102.37,340.71,96.49,57.75,34.46,30.73,98.33,342.8,31.05,34.95,110.12,138.47,336.38,283.13,1197.17,215.63
2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-24,153.97,210.28,635.77,1589.95,51.17,56.06,152.97,162.56,203.32,84,25.86,119.78,577.95,81.54,103.68,341.33,97.3,58.01,34.26,30.57,98.77,344.21,32.38,35.47,111.71,138.94,336.58,285.82,1221.32,215.05
2018-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-27,154.79,211.95,640.74,1583.12,52.77,58.01,153.49,162.98,205.07,83.63,26.26,119.65,583.66,82.36,102.86,340.45,96.73,58.57,35.51,30.51,99.7,347.6,32.84,35.98,111.12,139.25,336.19,286.53,1231.29,223.21
2018-08-28,154.97,211.67,649.09,1553.26,51.77,57.88,153.61,162.02,206.77,84.25,25.65,118.73,579.58,81.57,102.81,340.23,96.25,58.89,34.67,30.75,99.4,346.31,32.17,35.5,109.24,139.54,331.06,285.72,1229.21,219.82
2018-08-29,154.3,208.88,642.84,1544.38,51.33,57.68,153.74,159.99,204.9,84,25.24,116.45,569.9,80.51,100.73,339.58,94.85,57.38,34.78,30.18,96.62,346.13,31.82,35.52,108.82,137.91,326.69,282.67,1245.67,217.29
2018-08-30,153.37,208.34,640.18,1539.79,52.14,57.27,151.52,159.64,203.66,83.3,25.01,115.96,551.49,77.78,96.97,328,94.47,56.81,34.43,29.62,96.35,346.14,31.97,35.12,107.71,135.2,321.91,282.34,1240.07,219.33
2018-08-31,152.46,208.3,643.26,1531.62,52.34,57.08,151.03,158.03,201.23,82.94,24.62,112.76,540.78,78.94,97.49,328.96,92.38,56.73,34.84,28.82,96.88,343.58,30.95,33.99,106.03,135.45,313.95,282.88,1254.39,215.54
2018-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-03,151.32,208.92,648.42,1533.09,52.97,56.46,151.42,158.2,200.58,82,24.97,111.71,537.42,78.6,97.29,328.83,91.98,56.48,34.83,29.62,96.37,342.34,31.4,33.91,105.99,135.03,310.65,277.69,1226.23,206.94
2018-09-04,152.98,211.21,647.72,1524.83,51.93,56.87,152,157.65,202.97,82.52,25.25,113.96,543.43,78.25,96.87,328.27,92.55,56.45,34.61,29.69,96.9,341.39,31.42,33.84,107.17,136.5,314.76,291.37,1202.24,208.64
2018-09-05,152.82,211.07,639.04,1518.2,51.97,56.59,152.28,158.17,201.35,81.9,24.9,112.53,539.16,77.83,96.25,326.58,91.77,58.68,33.13,30.14,98.38,341.64,30.77,33.58,105.47,134.94,322.38,284.12,1194.51,209.48
2018-09-06,152.25,208.89,639.51,1519.93,51.9,56.6,154.09,160.52,202.09,81.97,24.24,107.09,524.43,77.64,96.34,323.28,90.38,57.89,33.31,29.23,94.87,336.68,29.31,32.88,102.82,134.51,313.99,276.72,1184.74,206.17
2018-09-07,150.77,203.9,635.73,1500.07,51.27,56.23,151.89,157.91,201.35,82.22,24.51,102.26,512.04,76.89,96.74,322.27,89.63,57.9,32.88,28.72,94.72,328.33,28.16,32.16,102.37,132.46,307.79,277.59,1194.72,203.13
2018-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-10,150.62,202.11,638.07,1500,51,55.7,148.1,157.14,199.73,80.92,24.29,103.05,508.45,76.79,97.65,319.63,88.86,57.68,32.79,28.31,92.58,328.28,29.26,32.67,103.31,132.76,314.07,291.46,1199.13,203.27
2018-09-11,151.75,204.26,639.32,1497.73,50.99,56.01,147.11,156.34,197.99,79.9,24.57,103.77,507.99,76.41,97.33,318.97,91.26,58.13,32.8,28.27,93.01,331.88,30.14,33.31,100.63,139.39,316.25,280.35,1187.7,206.32
2018-09-12,152.06,207.6,647.74,1500,50.58,56.02,146.5,154,197.1,79,24.34,99.86,485.3,76.19,95.51,315.14,90.58,58.22,32.33,28.12,91.63,326.44,29.19,32.49,96.89,140.96,312.2,276.08,1132.4,203.4
2018-09-13,153.81,210.9,654.07,1516.11,51.87,55.98,147.48,156.21,199.76,79.9,24.56,103.74,498.1,76.82,96.72,319.58,92.07,58.14,32.57,29.01,95.84,330.77,29.65,32.5,98.97,143.04,319.23,277.14,1136.11,206.61
2018-09-14,154.08,208.88,659.2,1521.14,51.14,49.08,144.69,154.61,199.91,80.83,24.51,104.63,504.64,77.05,96.96,310.49,90.86,58.08,33.21,28.35,93.09,329.85,30.12,32.92,96.69,141.59,315.04,277.88,1140.06,206.77
2018-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-17,151.97,207.22,520.09,1524.93,50.63,48.92,143.24,151.51,200.09,81.27,24.11,100.34,492.15,77.08,95.89,310.26,90.27,58.05,31.85,29.12,94.06,327.32,29.09,31.62,92.57,141.92,312.92,263.99,1135.12,162.61
2018-09-18,153.23,210.94,523.37,1522.15,51.36,50,145.46,154.05,200.58,80.65,24.2,105.35,516.53,79.88,95.53,319.66,90.95,58.94,32.61,30.03,97.37,336.3,30.33,32.81,97.19,144.04,326.24,277.18,1151.01,168.98
2018-09-19,152.77,211.5,532.33,1510.83,50.92,50,146.67,154.1,199.8,80.97,24.37,107.07,511.32,76.19,97.17,318.47,91.69,58.72,32.21,29.67,94.89,331.14,30.28,33.76,97.44,144.9,328.32,291.03,1131.52,169.33
2018-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
