Date,OGDC,PPL,POL,MARI,NBP,BAFL,HBL,UBL,MCB,BAHL,FCCL,DGKC,LUCK,EFERT,FFC,ENGRO,HUBC,KAPCO,EPCL,SSGC,SNGP,PSO,TRG,PAEL,ISL,NML,SEARL,HCAR,MTL,ATRL
2017-12-08,155.6,196.46,605,1450.63,44.03,38.65,155.92,168.18,199.23,55.52,24.44,131.77,493.18,62.49,76.56,260.19,94.07,51.01,31.13,29.42,89.83,287.05,33.83,48.17,107.54,142.48,318.47,531.96,1140.08,265.64
2017-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-11,158.02,200.81,610.78,1477.43,43.01,38.54,154.32,167.99,195.99,54.5,23.22,126.85,473.65,60.98,75.35,253.43,93.03,49.39,29.58,27.95,85.34,272.77,32.14,45.77,102.18,142.41,302.55,505.54,1099.85,252.36
2017-12-12,159.03,201.39,621.25,1474.48,43.43,38.25,156.81,167.24,196.66,55.1,22.79,124.05,469.17,61.24,74.57,258.75,95.85,51.84,30.61,26.99,86.74,281.63,31.72,45.09,99.85,142.67,296.89,501.97,1080.72,245.19
2017-12-13,157.08,201.13,620.51,1477,43.63,39.13,156.22,166.04,201.67,55.15,23.16,124.3,474.38,63.31,75.63,262.88,96.13,52.43,31.2,27.97,90.58,281.9,31.81,46.31,97.92,146.01,303.06,510.42,1110.15,250.16
2017-12-14,156.31,199.21,611.44,1445.34,43.1,38.51,155.07,165.07,198.38,55,22.02,118.09,468.88,63.18,74.34,258.38,93.64,51.61,29.64,27.05,90.95,272.67,30.22,44,93.16,139.27,296.57,501.83,1099.11,237.8
2017-12-15,156.7,201.56,615.06,1462.19,43.57,39.32,158.63,164.99,196.64,54.58,22.81,123.17,454.81,64.48,75.46,268.66,93.76,53.93,29.82,27.35,94.53,277.77,30.57,45.4,95.34,142.13,296.54,508.51,1099.79,237.49
2017-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-18,156.06,199.06,610.83,1449.98,43.54,39.85,157.6,164.36,195.15,54.75,22.32,120.73,445.8,63.96,74.42,264.95,93.29,53.9,28.48,26.51,94.14,272.92,29.05,45.16,91.28,140.52,296.83,504.67,1085.28,230.39
2017-12-19,154.87,197.55,601.9,1398.38,43.03,38.99,159.12,166.42,195.15,54.7,21.33,117.48,451.13,63.73,73.87,262.01,91.38,51.21,27.12,25.19,89.49,265.17,27.6,43.79,88.31,138.21,288.97,493.41,1079.04,219.48
2017-12-20,157.9,198.67,600.46,1398.41,43.59,40.23,167.01,174.03,200.32,56.43,21,112.74,447.01,63.6,73.73,264.52,89.9,51.07,27.26,24.73,87.51,267.85,26.6,43.1,88.26,139.12,291.14,501.41,1102.14,213.51
2017-12-21,158.88,198.94,600.01,1401.97,44.99,41.4,169.15,179.86,202.05,56.62,21.49,115.4,452.59,64.03,74.24,274.11,89.93,52.01,28.31,25.96,91.75,275.98,27.93,45.24,92.67,139.78,290.58,499.08,1121.32,219.92
2017-12-22,162.14,198.4,588.21,1423.2,46.7,41.62,170.07,182.8,202.45,57.09,22.56,121.17,475.18,66.15,76.88,277.36,91.4,53.99,29.72,27.25,96.23,289.77,29.17,47.5,97.3,146.35,300.41,507.9,1146.21,230.7
2017-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-26,159.99,197.08,587.71,1427.68,46.23,41.91,170.94,179.11,200.05,57,23.68,123.36,476.56,66.19,76.54,274.82,90.65,55.58,30.48,28.61,95.61,292.2,29.75,49.86,99.09,145.54,300.47,501.87,1156.73,230.28
2017-12-27,163.84,203.01,593.96,1443.79,46.8,42.47,170.89,182.18,202.54,58,24.86,129.52,500.25,66.88,78,279.34,91.61,55.69,31.07,30.04,96.18,297.52,30.82,52.17,104.01,149.99,312.74,504.06,1158.1,229.86
2017-12-28,162.83,200.61,590.77,1440,46.91,42.03,169.73,185.49,210.14,57.5,25.85,133.18,517.5,66.87,77.32,276.32,91.75,54.88,30.06,31.54,94.36,300.29,31.14,49.96,106.97,152.29,316,507.76,1167.9,241.35
2017-12-29,162.79,205.91,594.26,1450.87,48.56,42.5,167.09,187.97,212.32,58.36,25.01,133.72,517.41,67.72,79.11,274.75,91,53.9,28.56,30.49,94.61,293.11,29.6,47.49,106.37,149.5,314.86,512.41,1171.63,234.12
2017-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-01,162.2,207.1,593.38,1438.12,48.56,43.48,173.97,190.06,209.87,60.21,24.82,136.34,522.93,67.17,79.05,280.3,90.3,55.92,27.97,32.01,95.85,295.83,30.76,49.86,109.18,151.38,310.4,500.88,1165,239.81
2018-01-02,165.82,212.83,609.13,1501.42,48.77,45.18,179.67,195.49,215.53,61.76,26.06,141.72,540.48,67.86,80.63,280.39,91.49,56.45,27.18,31.72,94.54,297.22,29.7,50.35,109.99,154.36,318.99,510.44,1192.5,242.36
2018-01-03,168.23,215.8,617.39,1492.3,48.47,45.14,178.06,196.08,216.62,61.5,26.04,143.19,543.19,68.39,80.46,281.49,92.15,57.25,25.9,31.32,96.97,298.93,28.98,49.54,108.91,155.16,318.25,506.99,1180.86,245.46
2018-01-04,170.16,216.1,618.96,1500.1,49.96,45.66,181.79,204.48,216.16,61.22,26.83,141.87,558.49,68.39,81.61,284.83,92.45,57.59,26.77,31.08,94.92,298.48,29.54,50.84,108.23,154.77,334.16,508.94,1193.29,243.11
2018-01-05,170.05,214.88,614.56,1497.79,50.24,45.71,185.87,210.42,217.82,62.87,27.76,143.59,574.9,69.33,84.58,286.7,93.38,58.03,27.77,31.51,99.66,300.28,29.04,52.34,112.82,157.91,346.3,515.76,1181.35,248.77
2018-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-08,171.7,213.69,617.59,1509.85,49.94,46.01,192.08,215.01,220.19,63.19,27.16,142.85,574.85,71.04,88.8,290.15,94.27,57.08,27.2,33.08,104.64,307.26,29.42,51.69,116.1,160.94,348.23,521.81,1232.36,254.13
2018-01-09,169.92,211.42,612.72,1487.08,48,44.71,187.48,210.38,219.76,64.49,26.99,141.14,570.57,70.02,90.22,288.48,92.83,56.55,27.26,33.75,109.87,314.48,30.78,53.92,114.45,165.76,337.57,518.33,1207.39,254.71
2018-01-10,171.27,213.98,614.79,1498.02,48.47,46.57,192.09,215.16,224.67,65.34,27.67,144.78,583.89,70.54,91.95,297.24,94.1,56.69,27.78,33.88,115.02,320.26,32.31,56.61,120.17,164.86,339.61,526.51,1264.99,267.31
2018-01-11,169.67,212.66,607.07,1487.48,47.6,46.21,193.41,213.91,224.63,63.08,28.03,144.34,579.36,69.47,90.26,292.17,91.83,57.07,27.29,35.38,117.81,315.05,33.92,58.02,121.27,161.11,332.44,523.61,1269.91,262.89
2018-01-12,167.27,210.75,611.5,1489.71,47.26,46.19,194.82,211.48,224.03,63.03,26.93,137.23,579.3,68.96,90.52,287.23,91.54,56.1,26.25,33.62,118.25,302.82,32.89,55.21,115.21,161.49,328.11,518.44,1248.07,250.8
2018-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-15,167.9,207.52,592.47,1473.84,46.83,46.06,190.47,206.56,221.57,63.41,26.35,137.48,580.64,68.31,87.51,289.17,90.77,54.79,25.51,32.56,118.58,293.06,31.25,53.26,109.91,161.97,321.66,520.01,1229.8,241.99
2018-01-16,171.62,210.33,607.93,1498.71,47.17,46.59,197.9,208.42,225.97,63.07,26.49,139.94,600.52,68.16,89.06,290.5,93.57,56.07,25.49,33.28,117.5,301.08,31.5,54.47,113.37,163.23,322.85,523.01,1266.97,245.41
2018-01-17,171.62,210.33,607.93,1498.71,47.17,46.59,197.9,208.42,225.97,63.07,26.49,139.94,600.52,68.16,89.06,290.5,93.57,56.07,25.49,33.28,117.5,301.08,31.5,54.47,113.37,163.23,322.85,523.01,1266.97,245.41
2018-01-18,171.83,213.06,614.94,1511.93,47.53,46.61,203.51,209.97,229.46,64.13,27.01,144.62,607.38,68.85,90.3,300.22,94.99,56.78,25.92,33.41,119.74,306.18,31.93,55.33,116.38,164.83,340.21,525.01,1294.29,241.51
2018-01-19,169.14,213.01,614.37,1499.98,47.94,47.58,207.09,213.89,230.27,64.55,27.91,149.76,619.86,69.51,90.71,306.17,96.01,57.46,26.41,34.59,123.26,307.09,32.82,57.86,120.71,167.65,357.22,548.99,1359,238.28
2018-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-22,171.59,213.05,615.98,1503.47,48.79,47.43,208.88,213.8,233.03,64.7,29.06,157.24,638.49,70.02,91.88,311.87,99.79,58,27.27,35.4,124.05,317.92,34.36,60.5,121.67,168.07,372.03,559.01,1365.33,237.25
2018-01-23,173.84,211.96,628.19,1501.48,49.02,46.9,206.27,212.18,234.05,64.73,28.79,159.32,645.96,69.26,91.25,306.74,99.95,57.84,26.49,36.01,121.83,317.33,34.7,61.85,124.28,168.75,374.06,531.34,1339.51,239.27
2018-01-24,171.55,205.11,596.79,1510.57,49.31,46.52,210.75,213.14,236.45,65,30.16,167.13,677.64,69.28,89.07,307.2,101.7,58.01,26.49,36.44,119.67,317.41,34.65,59.93,127,171.56,371.64,532.52,1339.29,250.44
2018-01-25,169.47,206.17,569.11,1536.56,49.34,46.15,208.68,210.62,236.56,64.75,30,166.14,666.64,68.97,87.96,305.79,100.48,58.29,27.09,36.62,120.68,316.43,34.79,61.61,124.23,169.89,380.2,530.93,1324.82,249.25
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-27,170.84,207.69,565.96,1531.2,49.03,45.98,201.9,203.17,233.21,64.41,29.69,166.33,658.49,68.77,87.73,304.92,98.92,58.05,27.01,36.62,120.32,314.99,34.73,60.78,125.83,168.75,377.22,520.27,1315.5,258.27
2018-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-29,168.13,206.41,566.78,1525.1,49.42,48.27,203.53,208.75,236.34,67.63,29.14,162.64,639.52,68.01,85.66,302.53,99.05,57.8,26.23,35.88,119.16,316.35,34.53,60.05,123.29,166.04,371.19,523.86,1309.38,259.95
2018-01-30,167.31,207,564.86,1551.67,48.9,48.98,195.55,201.95,233.01,67.19,28.94,159.2,631.83,68.82,87.69,301.01,99.56,58,26.4,35.54,119.35,315.21,35.42,61.17,124.04,166.59,379.34,533.95,1316.73,256.37
2018-01-31,164.59,206.5,563.81,1561.53,48.96,48.08,194.02,193.63,226.57,67.94,29.05,159.74,615.21,69.7,90.42,302.17,98.78,58.09,26.88,35.56,118.59,315.81,35.47,60.72,123.24,169.99,378.73,531.54,1319.69,259.18
2018-02-01,165.52,206.75,569.87,1584.71,49.33,48.15,198.45,190.82,224.04,67.19,29.35,164.67,635.04,69.42,89.73,302.09,100.69,57.3,26.72,35.27,118.7,318.36,35.26,59.75,125.81,170.42,389.41,519.72,1306.67,262.1
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-06,166.06,205.83,565.32,1595.1,49.3,47.24,194.95,189.51,223.1,67,28.53,158.11,616.45,68.53,89.12,298.53,96.59,57.43,26.42,35.56,118.36,315.42,38.87,58.39,123.83,169.43,385.96,529.2,1291.77,263.15
2018-02-07,168.87,204.31,568.1,1582.02,50.02,48.01,195.11,194.24,225.35,67,29,158.54,629.82,68.65,89.7,297.92,99.13,58,26.77,36.6,119.73,314.4,38.85,58.24,121.51,170.4,385.56,521.47,1288.18,262.28
2018-02-08,166.51,198.82,562.84,1568.75,51.5,47.61,193.29,192.22,219.91,67.07,28.14,151.25,619.98,69.72,88.72,300.17,98.9,57.87,26.77,36.89,121.59,310.61,37.36,57.94,120.12,168.55,381.96,521.56,1291.87,258.56
2018-02-09,166.26,197.6,563,1581.89,51.57,48.29,195.22,196.34,225.71,67.11,27.77,151.46,611.01,69.58,88.46,298.23,98.63,58.2,26.3,36.88,123.65,309.74,38.31,57.77,122.82,168.71,382.61,523.49,1294.25,258.54
2018-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-12,165.81,197.27,564.55,1572.24,51.17,47.21,191.51,189.59,218.43,67.74,27.94,150.8,608.31,69.05,87.74,297.44,98.31,58.31,27.61,36.73,120.43,307.41,39.13,57.4,122.18,166.94,376.38,521,1280.44,265.87
2018-02-13,165.88,198.71,563.98,1578.97,51.35,48.47,197.82,193.45,218.07,68,27.95,147.76,601.46,69.28,88.72,300.66,99,58.51,28.43,36.48,120.05,308.07,38.75,57.82,121.72,166.14,370.35,516.96,1279.64,263.45
2018-02-14,165.08,198.56,563.66,1548.85,49.96,48.36,204.37,196.97,218.51,67.15,26.94,141.57,586.94,68.5,87.79,297.82,98.99,58.19,27.79,35.13,116.74,301.72,37.42,55.84,118.98,162.85,355.75,509.44,1279.01,257.39
2018-02-15,165.51,196.29,551.81,1540.01,49.92,48.38,204.7,197.2,219.8,69.28,26.3,139.27,573.64,68.17,86.42,295.08,97.1,56.84,28.01,33.65,113.56,296.47,35.55,53.81,114.05,158.12,342.61,508.07,1293.11,251.5
2018-02-16,167.55,201.78,561.71,1560.06,49.81,49.21,211.7,203.55,222.95,69.86,26.49,141.43,586.02,68.73,86.77,298.35,98.56,57.02,28.64,35.07,116.61,302,36.44,54.85,116.93,161.38,359.72,507.51,1292.49,256.07
2018-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-19,167.22,199.89,562.66,1560.7,49.6,48.64,212.29,202.34,222.33,70.75,25.65,140.07,597.39,68.26,86.46,297.6,99.29,58.18,28.25,34.67,115.28,307.29,35.37,54.66,116.45,161.73,368.47,506.48,1281.77,261.8
2018-02-20,166.9,200.16,564.59,1552.47,48.41,48.67,207.72,200.72,219.65,69.49,25.47,140.25,601.29,67.53,85.78,295.96,97.15,58.37,28.68,34.51,113.95,305.37,36.29,54.36,116.19,158.74,365.87,502.78,1273.21,260.39
2018-02-21,163.75,198.52,566.42,1541.6,48.16,48.3,204.09,192.73,215.63,69.3,25.3,141.12,592.38,67.85,85.9,287.89,96.14,58.22,28.67,35.14,112.77,298.73,36.78,54.59,115.72,158.3,362.94,502.83,1291.73,260.46
2018-02-22,165.39,204.08,594.74,1563.59,48.68,48.12,210.65,198.07,215.82,69.5,25.3,143.2,603.15,68.06,87.05,301.36,97.25,58.55,29.13,35.74,115.25,296.53,36.84,55.01,116.91,160.79,366,504.51,1336.76,261.82
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-02-26,161.92,196.65,611.37,1551.44,47.74,47.97,207.71,194.39,217.2,68,24.22,136.85,590.26,68.16,86.87,295.83,95.91,59.26,28.7,34.49,113.33,286.28,37.35,49.65,117.51,157.92,358.4,477.9,1336.18,248.09
2018-02-27,162.31,199.05,615.72,1534.86,47.01,47.44,209.7,190.71,221.17,68.5,24.55,141.71,589.15,68.57,87.38,295.48,96.62,59.5,28.85,35.48,112.11,289.87,36.95,48.63,117.81,156.79,357.97,474.45,1350.38,246.68
2018-02-28,163.22,203.91,624.51,1471.89,46.82,47.33,208.35,188.66,218.39,68,24.96,143.71,600.75,69.18,88.67,300.65,98.05,59.78,29.49,35.7,115.09,297.78,36.85,48.87,120.31,159.55,361.48,474.88,1375.2,247.53
2018-03-01,163.24,202.64,618.96,1440.05,47.03,47.93,208.14,188.81,217.47,68.5,26.2,149.51,630.78,69.18,89.64,308.06,98,60.64,29.82,35.56,117.92,299.3,36.81,49.01,121.45,159.19,363.3,475.01,1390.67,249.71
2018-03-02,164.97,204.02,615.13,1425.81,47.46,47.43,210.09,189.37,215.94,68.48,27.51,153.09,643.99,69.36,90.54,309.26,98.91,60.55,29.69,35.2,116.92,298.24,37.42,47.11,120.16,160,366.63,481.34,1384.88,251.48
2018-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-05,165.14,202.85,612.63,1429.86,47.78,47.15,212.86,188.17,214.27,69.5,28.57,152.03,652.43,69.46,87.11,307.54,99.1,60.97,30.89,36.51,118.17,301.22,37.27,46.85,119.95,158.67,370.77,481.55,1369.54,258.77
2018-03-06,165.08,202.25,609.42,1428.82,47.66,48.02,209.48,188.47,213.28,68.3,28.96,155.78,648.63,69.47,86.48,303.89,98.99,61,29.48,36.68,117.87,300.46,37.14,46.86,121.09,157.62,367.67,502.09,1366.59,261.28
2018-03-07,165.06,201.07,610,1420.78,47.16,48.05,206.67,190.22,212.99,68,28.02,154.34,638.64,69.02,86.05,300.06,97.84,60.93,29.34,36.86,116.07,298.95,36.68,47.16,118.83,158.53,363.15,488.94,1375.67,259.74
2018-03-08,162.51,198.3,600.39,1418.2,47.39,48.3,203.47,189.62,212.73,68.73,27.7,150.91,629.91,68.05,85.3,297.67,96.25,60.46,28.94,36.56,114.04,298.54,35.49,45.21,117.86,155.62,359.26,483.84,1375.08,258.2
2018-03-09,164.09,201.27,609.61,1418.01,46.98,49.01,204.66,189.06,209.46,69,27.26,146.65,633.26,69.04,86.02,295.88,97,60.36,29.03,35.8,112.63,293.78,34.2,43.82,115.2,155.26,354.24,487.81,1385.25,254.75
2018-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-12,164.45,201.74,603.87,1424.63,47.05,49.4,205.64,192.35,207.34,66.93,28.1,152.97,649.39,69.95,86.27,300.16,97.27,60.98,29.09,35.96,115.45,295.82,34.55,44.48,115.81,157.47,356.97,491.46,1390.28,256.44
2018-03-13,164.87,201.44,609.96,1430.35,48.2,49.62,205.52,193.44,209.99,67.01,28.25,153.37,649.07,70.49,86.51,301.47,98.74,60.95,30,36.85,116.6,299.19,35.46,45.22,116.14,159.34,360.89,488.76,1314.74,258.08
2018-03-14,163.42,202.99,608.32,1425.61,48.21,49.58,200.08,193.15,210.04,67,27.58,152.49,639,70.02,85.99,297.9,97.37,60.82,30.12,36.51,115.03,295.07,35.37,45.8,115.68,156.14,356.97,484.78,1298.96,257.03
2018-03-15,164.42,203.9,615.19,1424.73,48.19,50.54,202.35,190.77,210.18,67.39,27.57,152.65,634.44,67.71,85.59,299.12,97.42,61.16,30.62,36.29,114.78,295.64,35.02,45.76,115.17,155.47,358.84,479.92,1297.79,256.87
2018-03-16,165.59,203.72,618.92,1421.62,47.93,50.58,201.78,188.93,205.87,67.6,27.21,150.59,626.64,67.36,84.52,295.05,97.66,61.45,30.33,36.48,116.25,292.99,34.67,46.54,115.01,153.12,351.73,478.93,1254.39,255.47
2018-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-19,169.41,201.56,632.11,1420.49,47.68,49,199.03,188.86,210.25,69.13,27.38,151.33,629.95,68.32,84.61,300.64,97.29,63.52,30.67,36.56,116.34,302.03,35.4,46.12,115.06,153.77,349.28,484.39,1283.38,257.01
2018-03-20,170.89,208.85,638.95,1450.01,49.6,50.44,204.92,197.79,219.67,72.58,27.75,153.11,641.93,67.99,85.84,302.04,100.59,64.01,30.59,36.79,116.51,306.75,36.81,45.44,116,161.41,348.12,476.74,1276.02,255.56
2018-03-21,171.99,211.49,631.59,1451.25,50.7,51.28,211.89,196.82,222.95,75.5,27.65,151.6,640.4,68.34,86.2,304.56,99.68,64.57,31.33,38.13,116.37,310.34,38.32,45.54,115.07,160.44,350.37,473.75,1290.64,254.7
2018-03-22,172.28,213.01,638.83,1461.17,50.21,51.5,214.71,198.24,224.09,77.78,28.27,156.26,661.53,68.16,88.26,305.46,100.71,63.82,31.67,37.68,116.29,310.67,38.9,45.43,115.38,162.06,349.65,469.84,1287,252.04
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-26,173.14,214.18,647.04,1479.37,49.65,51.04,213.1,201.87,224.51,77.71,28.37,157.35,665.65,68.21,89.21,306.6,100.66,64.97,32.54,37.42,113.61,312.37,38.39,45.8,115.49,161.02,347,466.88,1281.08,253.36
2018-03-27,171.98,212.31,641.7,1452.14,49.56,51.52,210.9,202.62,217.98,76,28.23,157.9,669.25,68.3,89.4,309.92,99.9,65.41,32.56,36.7,111.56,316.02,38.3,45.85,117.25,158.35,351,472.1,1270.22,253.83
2018-03-28,171.87,211.84,640.48,1458.72,49.76,51.96,208.88,201.78,221.78,76.5,29.15,160.75,678.99,68.93,92.06,309.49,99.6,65.02,32.7,36.73,112.7,315.93,40.21,47.56,118.45,158.86,350.41,472.27,1261.11,253.42
2018-03-29,174.25,213.45,647.12,1460.53,50.63,52.48,208.12,205.82,222.1,77,29.38,163.84,688.4,69.58,93.56,310.74,101.12,64.84,34.33,36.32,111.97,322.7,38.2,47.07,117.38,158.81,350.93,471.63,1274.61,253.51
2018-03-30,174.08,212.84,650.56,1480.56,50.06,52.83,212.15,208.89,220.13,77.5,29.25,163.11,689.62,69.09,94.05,309.65,100.5,64.48,35.65,36.46,112.71,321.49,36.36,45.21,115.91,158.89,351.61,477.32,1282.36,249.79
2018-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-02,176.55,212.72,657.18,1471.03,48.83,51.2,208.97,203.33,215.99,75.51,30.66,171.19,723.19,69.24,93.59,316.1,100.45,64.81,36.64,36.51,112.59,329.99,35.65,46.58,121.7,158.72,353.22,485.77,1311.1,250.61
2018-04-03,176.46,212.72,690.03,1465.35,49.62,52.16,207.82,203.68,215.85,76.95,31.47,171.58,722.02,69.36,96.94,317.53,101.43,64.9,36.76,36.27,111.92,332.35,35.43,46.08,125.88,158.95,359.05,502.57,1376.65,249.7
2018-04-04,174.96,212.06,685.71,1486.64,52,54.19,209.57,206.33,216.53,77.99,30.73,165.45,716.03,69.92,98.24,315.36,100.06,64.69,36.62,36.25,112,330.57,35.53,46.28,126.63,161.34,362.59,488.73,1377.63,262.18
2018-04-05,175.16,213.81,705.52,1490.53,51.83,54.73,218.79,211.43,219.81,79.97,30.72,167.8,717.16,70.04,97.37,318.02,102.48,64.24,36.94,36.59,114.31,337.56,35.66,48.37,123.43,162.69,367.26,479.03,1372.25,268.26
2018-04-06,175.66,213.06,707.34,1517.35,52.3,53.94,218.99,211.12,220.31,78.9,31.22,167.41,715.86,70.65,96.55,318.65,104.17,64.41,37.7,36.66,117.66,335.17,36.23,48.48,123.13,161.4,365.06,480.96,1363.11,264.69
2018-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-09,175.57,210.24,698.12,1517.04,51.85,53.16,217.78,211.71,219.94,77.91,31.87,167.09,711.31,72.04,100.25,318.87,104.36,59.06,38.68,36.56,117,330.63,36.97,48.98,121.94,161.41,366.03,481.47,1346.13,265.05
2018-04-10,175.4,214.65,703.82,1529,51.02,52.59,216.03,210.39,217.98,74.72,31.5,166.72,710.92,71.58,100.76,319.08,103.57,59.62,38.9,36.61,116.3,329.12,36.84,49.37,123.04,160.36,362.17,487.34,1341.52,275.7
2018-04-11,176.19,215.96,696.26,1534,51.28,52.12,215.63,206.37,218.3,75,30.7,164.68,709.77,70.42,102.02,317.26,104.11,59.42,38.28,37.73,118.31,337.6,36.69,49.68,123.35,162.5,360.69,492.18,1341.36,270.38
2018-04-12,177.31,216.59,696.87,1522.28,51.79,51.97,210.71,208.01,218.55,74.36,30.27,165.01,702.09,71.11,100.11,316.31,104.15,59.45,39.91,37.98,117,336.96,36.41,49.56,122.55,162.16,358.1,514.59,1321.77,267.99
2018-04-13,175.73,214.98,696.06,1517.64,52.26,51.72,209.17,204.51,214.94,75,29.6,159.63,684.77,71.27,99.9,313.68,104.87,59.21,39.22,36.66,115.42,332.27,35.97,48.81,122.11,159.81,356.36,508.39,1320.97,267.52
2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-16,167.38,212.67,692.87,1536.01,51.26,51.34,209.05,203.55,214.99,75,29,155.19,674.74,71.22,96.26,317.02,104.47,59,38.37,36.6,114.98,325.38,35.85,48.33,118.78,158.66,351.91,497.29,1311.35,257.09
2018-04-17,165.08,213.08,690.83,1529.74,51.07,51.99,205.87,201.63,214.4,76.62,29.79,156.42,687.55,71.03,96.18,316.7,104.06,59.5,39.41,36.43,116.24,327.27,36.08,48.02,119.16,159.5,359.65,500.02,1333.4,253.48
2018-04-18,164.21,211.42,683.89,1515.25,51.18,52.8,199.29,201.3,212.24,75.55,29.59,152.2,678.39,71.91,95.85,313.37,103.6,59.59,38.88,36.7,114,324.26,35.71,48.55,116,158.88,359.33,502.16,1331.48,253.35
2018-04-19,165.18,213.54,696.09,1522.92,50.17,53.74,199.54,200.03,211.88,75.97,28.18,149.14,667,71.46,95.42,313.18,103.68,59.43,38.45,36.35,113.62,324.78,34.41,48.88,115.6,158.5,354.67,499.82,1347.43,253.39
2018-04-20,164.18,212.39,684.19,1540,50.2,53.89,197.44,195.65,211.2,75.5,28,146.25,653.18,72.82,95.04,312.26,102.46,59.88,38.82,36.25,113.25,321.58,33.91,48.36,115.15,156.59,352.51,496.58,1344.03,251.68
2018-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-23,164.64,215.42,677.32,1520.67,49.62,54.62,198.37,195.86,211.43,75.46,28.07,145.74,650.48,73.27,94.53,313.1,102.17,60.07,38.41,37.51,112.6,327.8,34.11,47.95,115.18,157.63,352.19,495.97,1333.97,252.84
2018-04-24,167.53,217.32,689.58,1533.12,50.22,53.6,200.78,199.59,212.9,76.53,28.64,145.45,665.39,73.53,95.18,315.58,103.55,60.83,38.33,37.4,113.86,339.46,35.1,45.96,117.39,159.33,354.33,493.82,1337.86,256
2018-04-25,166.58,216.95,684.07,1531.74,49.5,52.26,199.17,198.31,214.38,76.35,28.33,142.21,660.55,72.95,94.67,315.89,103,59.94,39.25,37.04,113.52,337.31,35.09,44.06,116.02,158.07,359.34,488.49,1338.37,252.19
2018-04-26,166.96,214.4,674.91,1522.34,49.48,52.96,195.97,197.01,211.43,76,27.96,142.85,663.85,72.85,95.4,315.2,102.02,60.01,38.17,37.17,114.44,337.11,34.52,44.64,115.78,157.4,354.28,483.06,1302.68,250.63
